units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,pollen,3988,NA,Vascular plants,pollen,Scilla-type,UPHE,115,6
NISP,NA,pollen,3994,NA,Vascular plants,pollen,Ostrya carpinifolia/Carpinus orientalis,TRSH,160,2
NISP,NA,pollen,4000,NA,Vascular plants,pollen,Celtis australis,TRSH,9,5
NISP,NA,pollen,4001,NA,Vascular plants,pollen,Centaurea jacea-type,UPHE,94,7
NISP,NA,pollen,4002,NA,Vascular plants,pollen,Centaurea montana,UPHE,38,7
NISP,NA,pollen,4003,NA,Vascular plants,pollen,Centaurea montana-type,UPHE,10,3
NISP,NA,pollen,4004,NA,Vascular plants,pollen,Centaurea nigra,UPHE,38,1
NISP,NA,pollen,4005,NA,Vascular plants,pollen,Centaurea nigra-type,UPHE,423,28
NISP,NA,pollen,4011,NA,Vascular plants,pollen,Centaurea solstitialis,UPHE,1,1
NISP,NA,pollen,4023,NA,Vascular plants,pollen,Centaurea collina-type,UPHE,26,2
NISP,NA,pollen,4024,NA,Vascular plants,pollen,Centaurium-type,UPHE,14,2
NISP,NA,pollen,4026,NA,Vascular plants,pollen,cf. Centaurium,UPHE,3,1
NISP,NA,pollen,4034,NA,Vascular plants,pollen,Cerastium fontanum-type,UPHE,27,3
NISP,NA,pollen,4047,NA,Vascular plants,pollen,Dryas octopetala,UPHE,36,5
NISP,NA,pollen,4053,NA,Vascular plants,pollen,Rumex acetosa,UPHE,13,2
NISP,NA,pollen,4058,NA,Vascular plants,pollen,Rumex crispus,UPHE,6,4
NISP,NA,pollen,4059,NA,Vascular plants,pollen,Rumex obtusifolius,UPHE,36,1
NISP,NA,pollen,4072,NA,Vascular plants,pollen,Rumex conglomeratus-type,UPHE,6,3
NISP,NA,pollen,4073,NA,Vascular plants,pollen,Rumex acetosa/R. acetosella-type,UPHE,462,3
NISP,NA,pollen,4079,NA,Vascular plants,pollen,Papaver rhoeas-type,UPHE,73,8
NISP,NA,pollen,4085,NA,Vascular plants,pollen,Pedicularis palustris-type,UPHE,17,9
NISP,NA,pollen,4098,NA,Vascular plants,pollen,Saussurea-type,UPHE,5,3
NISP,NA,pollen,4099,NA,Vascular plants,pollen,cf. Sedum,UPHE,1,1
NISP,NA,pollen,4102,NA,Vascular plants,pollen,Sedum-type,UPHE,168,10
NISP,NA,pollen,4108,NA,Vascular plants,pollen,Sorbus aria,TRSH,2,1
NISP,NA,pollen,4114,NA,Vascular plants,pollen,Digitalis-type,UPHE,52,4
NISP,NA,pollen,4115,NA,Vascular plants,pollen,Digitalis,UPHE,1,1
NISP,NA,pollen,4117,NA,Vascular plants,pollen,Digitalis purpurea-type,UPHE,1,1
NISP,NA,pollen,4123,NA,Vascular plants,pollen,Scrophularia-type,UPHE,72,9
NISP,NA,pollen,4125,NA,Vascular plants,pollen,Scrophularia,UPHE,1,1
NISP,NA,pollen,4130,NA,Vascular plants,pollen,Chrysosplenium-type,UPHE,6,1
NISP,NA,pollen,4133,NA,Vascular plants,pollen,Cicuta virosa,UPHE,1,1
NISP,NA,pollen,4139,NA,Vascular plants,pollen,Cistaceae undiff.,UPHE,2,1
NISP,NA,pollen,4144,NA,Vascular plants,pollen,Cistus salviifolius,UPHE,28,3
NISP,NA,pollen,4145,NA,Vascular plants,pollen,Cistus monspeliensis,UPHE,14,1
NISP,NA,pollen,4148,NA,Vascular plants,pollen,Cistus ladanifer-type,UPHE,1,1
NISP,NA,pollen,4152,NA,Vascular plants,pollen,Helianthemum-type,UPHE,104,1
NISP,NA,pollen,4153,NA,Vascular plants,pollen,Helianthemum nummularium-type,UPHE,6,2
NISP,NA,pollen,4160,NA,Vascular plants,pollen,Helianthemum undiff.,UPHE,39,1
NISP,NA,pollen,4162,NA,Vascular plants,pollen,Cladium mariscus,AQVP,342,11
NISP,NA,pollen,4165,NA,Vascular plants,pollen,Colchicum,UPHE,1,1
NISP,NA,pollen,4166,NA,Vascular plants,pollen,Colchicum-type,UPHE,17,3
NISP,NA,pollen,4173,NA,Vascular plants,pollen,Convallaria-type,UPHE,2,1
NISP,NA,pollen,4174,NA,Vascular plants,pollen,Cornus sanguinea-type,TRSH,23,3
NISP,NA,pollen,4175,NA,Vascular plants,pollen,Cornus suecica,TRSH,3,1
NISP,NA,pollen,4178,NA,Vascular plants,pollen,Cornus mas,TRSH,61,12
NISP,NA,pollen,4180,NA,Vascular plants,pollen,Cornus mas-type,TRSH,17,4
NISP,NA,pollen,4185,NA,Vascular plants,pollen,Coronilla,UPHE,1,1
NISP,NA,pollen,4188,NA,Vascular plants,pollen,Corydalis solida-type,UPHE,1,1
NISP,NA,pollen,4189,NA,Vascular plants,pollen,Pseudofumaria lutea-type,UPHE,8,1
NISP,NA,pollen,4200,NA,Vascular plants,pollen,Cuscuta europaea-type,UPHE,14,3
NISP,NA,pollen,4201,NA,Vascular plants,pollen,Cynoglossum,UPHE,4,2
NISP,NA,pollen,4204,NA,Vascular plants,pollen,Cytisus scoparius,TRSH,43,7
NISP,NA,pollen,4210,NA,Vascular plants,pollen,Cytisus-type,TRSH,17,4
NISP,NA,pollen,4215,NA,Vascular plants,pollen,Thymelaeaceae cf. Daphne,TRSH,5,1
NISP,NA,pollen,4216,NA,Vascular plants,pollen,Thymelaea,TRSH,2,1
NISP,NA,pollen,4222,NA,Vascular plants,pollen,Daucus carota,UPHE,124,11
NISP,NA,pollen,4223,NA,Vascular plants,pollen,Daucus,UPHE,30,2
NISP,NA,pollen,4227,NA,Vascular plants,pollen,Dianthus superbus-type,UPHE,17,8
NISP,NA,pollen,4231,NA,Vascular plants,pollen,Draba-type,UPHE,9,2
NISP,NA,pollen,4238,NA,Vascular plants,pollen,Echium-type,UPHE,21,2
NISP,NA,pollen,4250,NA,Vascular plants,pollen,Erica arborea,TRSH,113,1
NISP,NA,pollen,4255,NA,Vascular plants,pollen,Erica arborea-type,TRSH,290,4
NISP,NA,pollen,4264,NA,Vascular plants,pollen,Erica terminalis,TRSH,1,1
NISP,NA,pollen,4276,NA,Vascular plants,pollen,Ephedra major,TRSH,1,1
NISP,NA,pollen,4282,NA,Vascular plants,pollen,Euonymus europaeus,TRSH,7,4
NISP,NA,pollen,4285,NA,Vascular plants,pollen,cf. Euphorbia,UPHE,149,1
NISP,NA,pollen,4286,NA,Vascular plants,pollen,Euphrasia-type,UPHE,43,3
NISP,NA,pollen,4289,NA,Vascular plants,pollen,Ficus carica,TRSH,4,1
NISP,NA,pollen,4301,NA,Vascular plants,pollen,Fraxinus excelsior-type,TRSH,2135,18
NISP,NA,pollen,4316,NA,Vascular plants,pollen,Genista,TRSH,1,1
NISP,NA,pollen,4329,NA,Vascular plants,pollen,Gentiana lutea,UPHE,1,1
NISP,NA,pollen,4336,NA,Vascular plants,pollen,Gentianella campestris-type,UPHE,42,11
NISP,NA,pollen,4340,NA,Vascular plants,pollen,Gentianella tenella-type,UPHE,1,1
NISP,NA,pollen,4341,NA,Vascular plants,pollen,Geranium-type,UPHE,1,1
NISP,NA,pollen,4347,NA,Vascular plants,pollen,Rosaceae cf. Geum,UPHE,1,1
NISP,NA,pollen,4357,NA,Vascular plants,pollen,Gnaphalium,UPHE,3,2
NISP,NA,pollen,4358,NA,Vascular plants,pollen,Gnaphalium-type,UPHE,81,15
NISP,NA,pollen,4359,NA,Vascular plants,pollen,Gypsophila,UPHE,4,1
NISP,NA,pollen,4361,NA,Vascular plants,pollen,Gypsophila repens-type,UPHE,29,8
NISP,NA,pollen,4367,NA,Vascular plants,pollen,Hedera helix,TRSH,628,25
NISP,NA,pollen,4373,NA,Vascular plants,pollen,Heracleum-type,UPHE,9,3
NISP,NA,pollen,4374,NA,Vascular plants,pollen,Heracleum sphondylium,UPHE,6,1
NISP,NA,pollen,4377,NA,Vascular plants,pollen,Herniaria,UPHE,1,1
NISP,NA,pollen,4378,NA,Vascular plants,pollen,Herniaria-type,UPHE,18,9
NISP,NA,pollen,4385,NA,Vascular plants,pollen,Hornungia-type,UPHE,80,4
NISP,NA,pollen,4394,NA,Vascular plants,pollen,Hydrocharis,AQVP,5,2
NISP,NA,pollen,4406,NA,Vascular plants,pollen,Ilex aquifolium,TRSH,17,10
NISP,NA,pollen,4407,NA,Vascular plants,pollen,Ilex aquifolium-type,TRSH,2,1
NISP,NA,pollen,4409,NA,Vascular plants,pollen,Iris pseudacorus-type,UPHE,30,5
NISP,NA,pollen,4413,NA,Vascular plants,pollen,Jasione montana-type,UPHE,3,1
NISP,NA,pollen,4414,NA,Vascular plants,pollen,Jasione-type,UPHE,91,8
NISP,NA,pollen,4416,NA,Vascular plants,pollen,Juniperus communis,TRSH,40,1
NISP,NA,pollen,4419,NA,Vascular plants,pollen,Knautia-type,UPHE,1,1
NISP,NA,pollen,4428,NA,Vascular plants,pollen,Stachys sylvatica-type,UPHE,108,6
NISP,NA,pollen,4430,NA,Vascular plants,pollen,Larix-type,TRSH,1,1
NISP,NA,pollen,4434,NA,Vascular plants,pollen,Ligustrum vulgare,TRSH,2,1
NISP,NA,pollen,4442,NA,Vascular plants,pollen,Lilium martagon-type,UPHE,12,3
NISP,NA,pollen,4443,NA,Vascular plants,pollen,Lilium martagon,UPHE,2,1
NISP,NA,pollen,4445,NA,Vascular plants,pollen,Linaria-type,UPHE,58,6
NISP,NA,pollen,4447,NA,Vascular plants,pollen,Linum bienne-type,UPHE,2,1
NISP,NA,pollen,4449,NA,Vascular plants,pollen,Linum catharticum-type,UPHE,51,6
NISP,NA,pollen,4451,NA,Vascular plants,pollen,Linum usitatissimum-type,UPHE,12,4
NISP,NA,pollen,4457,NA,Vascular plants,pollen,Linum austriacum-type,UPHE,46,4
NISP,NA,pollen,4461,NA,Vascular plants,pollen,Lithospermum,UPHE,6,1
NISP,NA,pollen,4462,NA,Vascular plants,pollen,Lithospermum officinale,UPHE,4,2
NISP,NA,pollen,4465,NA,Vascular plants,pollen,Lonicera xylosteum-type,TRSH,17,4
NISP,NA,pollen,4469,NA,Vascular plants,pollen,Lonicera xylosteum,TRSH,23,2
NISP,NA,pollen,4471,NA,Vascular plants,pollen,cf. Lonicera,TRSH,3,1
NISP,NA,pollen,4474,NA,Vascular plants,pollen,Loranthus europaeus,TRSH,2,2
NISP,NA,pollen,4482,NA,Vascular plants,pollen,Luzula,UPHE,84,5
NISP,NA,pollen,4485,NA,Vascular plants,pollen,Lycopus europaeus,UPHE,8,1
NISP,NA,pollen,4488,NA,Vascular plants,pollen,Lysimachia nemorum,UPHE,1,1
NISP,NA,pollen,4496,NA,Vascular plants,pollen,Lythrum salicaria-type,UPHE,59,4
NISP,NA,pollen,4502,NA,Vascular plants,pollen,Maianthemum bifolium,UPHE,1,1
NISP,NA,pollen,4512,NA,Vascular plants,pollen,Prunus padus,TRSH,1,1
NISP,NA,pollen,4517,NA,Vascular plants,pollen,Prunus spinosa,TRSH,5,1
NISP,NA,pollen,4521,NA,Vascular plants,pollen,Marrubium,UPHE,3,1
NISP,NA,pollen,4530,NA,Vascular plants,pollen,Menyanthes trifoliata-type,AQVP,7,1
NISP,NA,pollen,4531,NA,Vascular plants,pollen,Mercurialis annua,UPHE,133,14
NISP,NA,pollen,4533,NA,Vascular plants,pollen,Mercurialis perennis,UPHE,40,2
NISP,NA,pollen,4535,NA,Vascular plants,pollen,cf. Mercurialis,UPHE,14,1
NISP,NA,pollen,4536,NA,Vascular plants,pollen,Mercurialis perennis-type,UPHE,13,6
NISP,NA,pollen,4537,NA,Vascular plants,pollen,Mercurialis-type,UPHE,11,1
NISP,NA,pollen,4546,NA,Vascular plants,pollen,Muscari,UPHE,2,1
NISP,NA,pollen,4548,NA,Vascular plants,pollen,Myosotis arvensis-type,UPHE,7,2
NISP,NA,pollen,4550,NA,Vascular plants,pollen,Myricaria germanica,TRSH,7,2
NISP,NA,pollen,4553,NA,Vascular plants,pollen,Myriophyllum cf. M. spicatum,AQVP,2,1
NISP,NA,pollen,4554,NA,Vascular plants,pollen,Myriophyllum cf. M. verticillatum,AQVP,2,1
NISP,NA,pollen,4556,NA,Vascular plants,pollen,Myrtus,TRSH,29,4
NISP,NA,pollen,4557,NA,Vascular plants,pollen,Myrtus communis,TRSH,16,3
NISP,NA,pollen,4558,NA,Vascular plants,pollen,Narcissus,UPHE,2,1
NISP,NA,pollen,4566,NA,Vascular plants,pollen,Nonea,UPHE,1,1
NISP,NA,pollen,4573,NA,Vascular plants,pollen,Nymphaea alba-type,AQVP,39,4
NISP,NA,pollen,4576,NA,Vascular plants,pollen,Nymphoides peltata,AQVP,2,2
NISP,NA,pollen,4578,NA,Vascular plants,pollen,Odontites,UPHE,212,8
NISP,NA,pollen,4579,NA,Vascular plants,pollen,cf. Odontites,UPHE,29,2
NISP,NA,pollen,4580,NA,Vascular plants,pollen,Odontites-type,UPHE,326,16
NISP,NA,pollen,4582,NA,Vascular plants,pollen,Olea europaea,TRSH,69,2
NISP,NA,pollen,4585,NA,Vascular plants,pollen,Onobrychis,UPHE,29,12
NISP,NA,pollen,4586,NA,Vascular plants,pollen,Onobrychis-type,UPHE,68,7
NISP,NA,pollen,4588,NA,Vascular plants,pollen,Ononis,UPHE,1,1
NISP,NA,pollen,4591,NA,Vascular plants,pollen,Ornithogalum-type,UPHE,38,4
NISP,NA,pollen,4592,NA,Vascular plants,pollen,Ornithogalum,UPHE,1,1
NISP,NA,pollen,4597,NA,Vascular plants,pollen,Pentaglottis sempervirens,UPHE,3,2
NISP,NA,pollen,4599,NA,Vascular plants,pollen,Phragmites,AQVP,44,2
NISP,NA,pollen,4607,NA,Vascular plants,pollen,Pimpinella-type,UPHE,4,1
NISP,NA,pollen,4608,NA,Vascular plants,pollen,Pimpinella major-type,UPHE,130,12
NISP,NA,pollen,4620,NA,Vascular plants,pollen,Pinus sylvestris-type,TRSH,1607,13
NISP,NA,pollen,4626,NA,Vascular plants,pollen,Pinus cembra-type,TRSH,651,7
NISP,NA,pollen,4630,NA,Vascular plants,pollen,Pinus halepensis-type,TRSH,101,2
NISP,NA,pollen,4634,NA,Vascular plants,pollen,Plantago atrata,UPHE,132,6
NISP,NA,pollen,4635,NA,Vascular plants,pollen,Plantago coronopus,UPHE,72,5
NISP,NA,pollen,4637,NA,Vascular plants,pollen,Plantago tenuiflora,UPHE,1,1
NISP,NA,pollen,4638,NA,Vascular plants,pollen,Plantago cf. P. media,UPHE,1,1
NISP,NA,pollen,4639,NA,Vascular plants,pollen,Plantago alpina-type,UPHE,984,30
NISP,NA,pollen,4642,NA,Vascular plants,pollen,Plantago atrata-type,UPHE,63,7
NISP,NA,pollen,4646,NA,Vascular plants,pollen,Plantago tenuiflora-type,UPHE,1,1
NISP,NA,pollen,4647,NA,Vascular plants,pollen,Plantago alpina,UPHE,199,7
NISP,NA,pollen,4662,NA,Vascular plants,pollen,cf. Platanus,TRSH,5,1
NISP,NA,pollen,4663,NA,Vascular plants,pollen,Pleurospermum austriacum,UPHE,6,3
NISP,NA,pollen,4664,NA,Vascular plants,pollen,Pleurospermum austriacum-type,UPHE,1,1
NISP,NA,pollen,4665,NA,Vascular plants,pollen,Pleurospermum-type,UPHE,7,3
NISP,NA,pollen,4666,NA,Vascular plants,pollen,Polemonium caeruleum,UPHE,1,1
NISP,NA,pollen,4673,NA,Vascular plants,pollen,Polygala vulgaris-type,UPHE,1,1
NISP,NA,pollen,4686,NA,Vascular plants,pollen,cf. Persicaria amphibia,UPHE,1,1
NISP,NA,pollen,4694,NA,Vascular plants,pollen,Stuckenia-type,AQVP,17,3
NISP,NA,pollen,4703,NA,Vascular plants,pollen,Primula farinosa,UPHE,2,1
NISP,NA,pollen,4704,NA,Vascular plants,pollen,Primula farinosa-type,UPHE,16,2
NISP,NA,pollen,4708,NA,Vascular plants,pollen,Primula veris-type,UPHE,31,4
NISP,NA,pollen,4712,NA,Vascular plants,pollen,Pterocarya fraxinifolia,TRSH,1,1
NISP,NA,pollen,4713,NA,Vascular plants,pollen,Quercus cerris-type,TRSH,396,4
NISP,NA,pollen,4714,NA,Vascular plants,pollen,Quercus pubescens-type,TRSH,227,2
NISP,NA,pollen,4715,NA,Vascular plants,pollen,cf. Quercus,TRSH,15,1
NISP,NA,pollen,4717,NA,Vascular plants,pollen,Quercus ilex,TRSH,594,10
NISP,NA,pollen,4718,NA,Vascular plants,pollen,Quercus suber,TRSH,1,1
NISP,NA,pollen,4720,NA,Vascular plants,pollen,Quercus cerris,TRSH,19,1
NISP,NA,pollen,4728,NA,Vascular plants,pollen,Radiola linoides,UPHE,2,1
NISP,NA,pollen,4734,NA,Vascular plants,pollen,Ranunculus sceleratus-type,UPHE,32,4
NISP,NA,pollen,4736,NA,Vascular plants,pollen,Ranunculus arvensis,UPHE,3,2
NISP,NA,pollen,4740,NA,Vascular plants,pollen,Ranunculus aquatilis,AQVP,4,1
NISP,NA,pollen,4747,NA,Vascular plants,pollen,Reseda,UPHE,5,3
NISP,NA,pollen,4759,NA,Vascular plants,pollen,Rosa-type,UPHE,1,1
NISP,NA,pollen,4764,NA,Vascular plants,pollen,Rosaceae (trees),TRSH,59,4
NISP,NA,pollen,4770,NA,Vascular plants,pollen,Sagina,UPHE,100,11
NISP,NA,pollen,4782,NA,Vascular plants,pollen,Sambucus ebulus,TRSH,15,5
NISP,NA,pollen,4783,NA,Vascular plants,pollen,Sambucus nigra,TRSH,170,18
NISP,NA,pollen,4784,NA,Vascular plants,pollen,Sambucus racemosa,TRSH,152,15
NISP,NA,pollen,4788,NA,Vascular plants,pollen,Sambucus racemosa-type,TRSH,79,1
NISP,NA,pollen,4796,NA,Vascular plants,pollen,Sanguisorba minor-type,UPHE,170,19
NISP,NA,pollen,4803,NA,Vascular plants,pollen,Saxifraga granulata-type,UPHE,104,18
NISP,NA,pollen,4809,NA,Vascular plants,pollen,Micranthes stellaris,UPHE,1,1
NISP,NA,pollen,4814,NA,Vascular plants,pollen,Saxifraga granulata,UPHE,1,1
NISP,NA,pollen,4818,NA,Vascular plants,pollen,Saxifraga aizoides-type,UPHE,21,2
NISP,NA,pollen,4827,NA,Vascular plants,pollen,Scabiosa columbaria-type,UPHE,7,4
NISP,NA,pollen,4845,NA,Vascular plants,pollen,Scleranthus annuus,UPHE,3,2
NISP,NA,pollen,4851,NA,Vascular plants,pollen,Sempervivum,UPHE,18,6
NISP,NA,pollen,4853,NA,Vascular plants,pollen,Serratula-type,UPHE,63,7
NISP,NA,pollen,4856,NA,Vascular plants,pollen,Sinapis-type,UPHE,289,7
NISP,NA,pollen,4862,NA,Vascular plants,pollen,Solanum nigrum,UPHE,17,2
NISP,NA,pollen,4863,NA,Vascular plants,pollen,Solanum nigrum-type,UPHE,44,11
NISP,NA,pollen,4865,NA,Vascular plants,pollen,Stratiotes aloides,AQVP,1,1
NISP,NA,pollen,4870,NA,Vascular plants,pollen,Taxus baccata,TRSH,201,13
NISP,NA,pollen,4877,NA,Vascular plants,pollen,Thesium,UPHE,4,1
NISP,NA,pollen,4883,NA,Vascular plants,pollen,Tilia cordata-type,TRSH,10,1
NISP,NA,pollen,4887,NA,Vascular plants,pollen,Solidago,UPHE,24,8
NISP,NA,pollen,4888,NA,Vascular plants,pollen,Sparganium erectum-type,AQVP,86,2
NISP,NA,pollen,4890,NA,Vascular plants,pollen,Sparganium emersum-type,AQVP,113,2
NISP,NA,pollen,4906,NA,Vascular plants,pollen,Trapa natans,AQVP,31,2
NISP,NA,pollen,4922,NA,Vascular plants,pollen,Trollius,UPHE,34,8
NISP,NA,pollen,4923,NA,Vascular plants,pollen,Trollius europaeus,UPHE,84,7
NISP,NA,pollen,4940,NA,Vascular plants,pollen,Urtica dioica,UPHE,91,1
NISP,NA,pollen,4942,NA,Vascular plants,pollen,Urtica pilulifera-type,UPHE,13,3
NISP,NA,pollen,4956,NA,Vascular plants,pollen,Valeriana officinalis-type,UPHE,42,10
NISP,NA,pollen,4961,NA,Vascular plants,pollen,Valeriana dioica-type,UPHE,19,9
NISP,NA,pollen,4962,NA,Vascular plants,pollen,Valeriana tripteris-type,UPHE,8,3
NISP,NA,pollen,4964,NA,Vascular plants,pollen,Verbascum,UPHE,5,2
NISP,NA,pollen,4966,NA,Vascular plants,pollen,Verbena officinalis,UPHE,2,2
NISP,NA,pollen,4968,NA,Vascular plants,pollen,Viburnum lantana,TRSH,147,6
NISP,NA,pollen,4969,NA,Vascular plants,pollen,Viburnum lantana-type,TRSH,6,1
NISP,NA,pollen,4970,NA,Vascular plants,pollen,Viburnum tinus,TRSH,4,1
NISP,NA,pollen,4972,NA,Vascular plants,pollen,Viola arvensis-type,UPHE,3,2
NISP,NA,pollen,4973,NA,Vascular plants,pollen,Viola palustris-type,AQVP,3,1
NISP,NA,pollen,4977,NA,Vascular plants,pollen,Viscum album,TRSH,2,1
NISP,NA,pollen,4978,NA,Vascular plants,pollen,cf. Viscum,TRSH,1,1
NISP,NA,pollen,5070,NA,Vascular plants,pollen,Chenopodium,UPHE,35,3
NISP,NA,pollen,5090,NA,Vascular plants,pollen,Glyceria-type,UPHE,22,1
NISP,NA,pollen,5097,NA,Vascular plants,pollen,Atriplex,UPHE,1,1
NISP,NA,pollen,5099,NA,Vascular plants,pollen,Atriplex-type,UPHE,35,1
NISP,NA,pollen,5145,NA,Vascular plants,pollen,Anemone nemorosa,UPHE,77,2
NISP,NA,pollen,5146,NA,Vascular plants,pollen,Anemone nemorosa-type,UPHE,239,18
NISP,NA,pollen,5151,NA,Vascular plants,pollen,Veratrum,UPHE,23,6
NISP,NA,pollen,5152,NA,Vascular plants,pollen,Veratrum album,UPHE,5,2
NISP,NA,pollen,5158,NA,Vascular plants,pollen,Tuberaria,UPHE,2,2
NISP,NA,pollen,5170,NA,Vascular plants,pollen,Amaranthaceae-type,UPHE,1105,24
NISP,NA,pollen,5181,NA,Vascular plants,pollen,Calligonum,TRSH,18,8
NISP,NA,pollen,5186,NA,Vascular plants,pollen,Coriaria myrtifolia,TRSH,1,1
NISP,NA,pollen,5192,NA,Vascular plants,pollen,Oenanthe,AQVP,13,3
NISP,NA,pollen,5201,NA,Vascular plants,pollen,Carthamus,UPHE,3,2
NISP,NA,pollen,5211,NA,Vascular plants,pollen,Ruta,UPHE,1,1
NISP,NA,pollen,5214,NA,Vascular plants,pollen,Tribulus terrestris,UPHE,2,2
NISP,NA,pollen,5220,NA,Vascular plants,pollen,Arceuthobium oxycedri,TRSH,13,2
NISP,NA,pollen,5223,NA,Vascular plants,pollen,Chelidonium,UPHE,2,2
NISP,NA,pollen,5229,NA,Vascular plants,pollen,Theligonum cynocrambe,UPHE,1,1
NISP,NA,pollen,5232,NA,Vascular plants,pollen,Peucedanum palustre-type,UPHE,1,1
NISP,NA,pollen,5233,NA,Vascular plants,pollen,Peucedanum-type,UPHE,358,17
NISP,NA,pollen,5234,NA,Vascular plants,pollen,Peucedanum,UPHE,61,1
NISP,NA,pollen,5238,NA,Vascular plants,pollen,Xeranthemum,UPHE,16,3
NISP,NA,pollen,5254,NA,Vascular plants,pollen,Sideritis,UPHE,2,1
NISP,NA,pollen,5256,NA,Vascular plants,pollen,Cyclamen,UPHE,52,3
NISP,NA,pollen,5258,NA,Vascular plants,pollen,Asphodeline,UPHE,3,1
NISP,NA,pollen,5263,NA,Vascular plants,pollen,cf. Orobanche,UPHE,3,1
NISP,NA,pollen,5274,NA,Vascular plants,pollen,Inula,UPHE,1,1
NISP,NA,pollen,5298,NA,Vascular plants,pollen,Cerinthe-type,UPHE,3,1
NISP,NA,pollen,5299,NA,Vascular plants,pollen,Cerinthe,UPHE,25,6
NISP,NA,pollen,5305,NA,Vascular plants,pollen,Laurus,TRSH,1,1
NISP,NA,pollen,5310,NA,Vascular plants,pollen,Androsace-type,UPHE,20,1
NISP,NA,pollen,5311,NA,Vascular plants,pollen,Consolida,UPHE,1,1
NISP,NA,pollen,5312,NA,Vascular plants,pollen,Consolida ambigua-type,UPHE,10,3
NISP,NA,pollen,5316,NA,Vascular plants,pollen,Phyteuma-type,UPHE,19,2
NISP,NA,pollen,5320,NA,Vascular plants,pollen,Beta-type,UPHE,54,1
NISP,NA,pollen,5323,NA,Vascular plants,pollen,Ceratonia siliqua,TRSH,1,1
NISP,NA,pollen,5341,NA,Vascular plants,pollen,Centranthus,UPHE,1,1
NISP,NA,pollen,5342,NA,Vascular plants,pollen,Astrantia-type,UPHE,26,6
NISP,NA,pollen,5343,NA,Vascular plants,pollen,Astrantia,UPHE,2,1
NISP,NA,pollen,5353,NA,Vascular plants,pollen,Swertia perennis,UPHE,11,3
NISP,NA,pollen,5357,NA,Vascular plants,pollen,Agrostemma githago,UPHE,2,1
NISP,NA,pollen,5358,NA,Vascular plants,pollen,Epipactis palustris,UPHE,1,1
NISP,NA,pollen,5360,NA,Vascular plants,pollen,Petasites,UPHE,18,4
NISP,NA,pollen,5375,NA,Vascular plants,pollen,Chaerophyllum,UPHE,257,4
NISP,NA,pollen,5385,NA,Vascular plants,pollen,Erigeron,UPHE,8,2
NISP,NA,pollen,5400,NA,Vascular plants,pollen,Carum verticillatum,UPHE,1,1
NISP,NA,pollen,5431,NA,Vascular plants,pollen,Amaranthus-type,UPHE,1,1
NISP,NA,pollen,5434,NA,Vascular plants,pollen,Dorycnium,UPHE,5,3
NISP,NA,pollen,5449,NA,Vascular plants,pollen,Bellis,UPHE,28,6
NISP,NA,pollen,5461,NA,Vascular plants,pollen,Fumana-type,TRSH,1,1
NISP,NA,pollen,5465,NA,Vascular plants,pollen,Lamiaceae (tricolpate),UPHE,1,1
NISP,NA,pollen,5483,NA,Vascular plants,pollen,cf. Myrtus,TRSH,1,1
NISP,NA,pollen,5489,NA,Vascular plants,pollen,Fumana,TRSH,6,2
NISP,NA,pollen,5495,NA,Vascular plants,pollen,Conium maculatum,UPHE,1,1
NISP,NA,pollen,5498,NA,Vascular plants,pollen,Meum-type,UPHE,20,2
NISP,NA,pollen,5500,NA,Vascular plants,pollen,Ornithopus,UPHE,1,1
NISP,NA,pollen,5502,NA,Vascular plants,pollen,Selinum carvifolia,UPHE,2,1
NISP,NA,pollen,5505,NA,Vascular plants,pollen,Sesamoides,UPHE,1,1
NISP,NA,pollen,5512,NA,Vascular plants,pollen,Olea-type,TRSH,8,1
NISP,NA,pollen,5517,NA,Vascular plants,pollen,Pinus pinaster-type,TRSH,17,1
NISP,NA,pollen,5519,NA,Vascular plants,pollen,Quercus cf. Q. suber,TRSH,7,1
NISP,NA,pollen,5520,NA,Vascular plants,pollen,Sorbus aucuparia-type,TRSH,80,4
NISP,NA,pollen,5524,NA,Vascular plants,pollen,Nerium oleander,TRSH,2,1
NISP,NA,pollen,5536,NA,Vascular plants,pollen,Conium-type,UPHE,25,1
NISP,NA,pollen,5560,NA,Vascular plants,pollen,Pinus mugo,TRSH,3,1
NISP,NA,pollen,5562,NA,Vascular plants,pollen,Aruncus-type,UPHE,24,7
NISP,NA,pollen,5602,NA,Vascular plants,pollen,Centaurea cf. C. cyanus-type,UPHE,19,1
NISP,NA,pollen,5603,NA,Vascular plants,pollen,Centaurea cf. C. nigra-type,UPHE,55,1
NISP,NA,pollen,5604,NA,Vascular plants,pollen,Centaurea cf. C. scabiosa-type,UPHE,28,1
NISP,NA,pollen,5614,NA,Vascular plants,pollen,Betula pubescens-type,TRSH,56,1
NISP,NA,pollen,5615,NA,Vascular plants,pollen,Calligonum-type,TRSH,36,1
NISP,NA,pollen,5618,NA,Vascular plants,pollen,Centaurea collina,UPHE,9,1
NISP,NA,pollen,5621,NA,Vascular plants,pollen,Chaerophyllum hirsutum-type,UPHE,270,6
NISP,NA,pollen,5623,NA,Vascular plants,pollen,Cistus albidus-type,TRSH,1,1
NISP,NA,pollen,5628,NA,Vascular plants,pollen,Coronilla-type,UPHE,1,1
