units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,pollen,4324,NA,Vascular plants,pollen,cf. Gentianaceae,UPHE,1,1
NISP,NA,pollen,4326,NA,Vascular plants,pollen,Gentiana olivieri-type,UPHE,1,1
NISP,NA,pollen,4359,NA,Vascular plants,pollen,Gypsophila,UPHE,10,1
NISP,NA,pollen,4369,NA,Vascular plants,pollen,Hedysarum/Ebenus,UPHE,15,2
NISP,NA,pollen,4370,NA,Vascular plants,pollen,Heliotropium-type,UPHE,5,3
NISP,NA,pollen,4373,NA,Vascular plants,pollen,Heracleum-type,UPHE,7,1
NISP,NA,pollen,4378,NA,Vascular plants,pollen,Herniaria-type,UPHE,146,2
NISP,NA,pollen,4380,NA,Vascular plants,pollen,Hippocrepis-type,UPHE,1,1
NISP,NA,pollen,4394,NA,Vascular plants,pollen,Hydrocharis,AQVP,19,1
NISP,NA,pollen,4406,NA,Vascular plants,pollen,Ilex aquifolium,TRSH,1,1
NISP,NA,pollen,4414,NA,Vascular plants,pollen,Jasione-type,UPHE,4,1
NISP,NA,pollen,4419,NA,Vascular plants,pollen,Knautia-type,UPHE,8,1
NISP,NA,pollen,4435,NA,Vascular plants,pollen,Ligustrum-type,TRSH,1,1
NISP,NA,pollen,4447,NA,Vascular plants,pollen,Linum bienne-type,UPHE,2,1
NISP,NA,pollen,4450,NA,Vascular plants,pollen,Linum usitatissimum,UPHE,3,1
NISP,NA,pollen,4457,NA,Vascular plants,pollen,Linum austriacum-type,UPHE,1,1
NISP,NA,pollen,4463,NA,Vascular plants,pollen,Littorella-type,AQVP,1,1
NISP,NA,pollen,4473,NA,Vascular plants,pollen,cf. Loranthaceae,TRSH,1,1
NISP,NA,pollen,4474,NA,Vascular plants,pollen,Loranthus europaeus,TRSH,1,1
NISP,NA,pollen,4494,NA,Vascular plants,pollen,Lythrum portula-type,UPHE,5,1
NISP,NA,pollen,4495,NA,Vascular plants,pollen,Lythrum portula,UPHE,18,2
NISP,NA,pollen,4496,NA,Vascular plants,pollen,Lythrum salicaria-type,UPHE,6,1
NISP,NA,pollen,4497,NA,Vascular plants,pollen,Lythrum-type,UPHE,6,1
NISP,NA,pollen,4531,NA,Vascular plants,pollen,Mercurialis annua,UPHE,21,3
NISP,NA,pollen,4532,NA,Vascular plants,pollen,Mercurialis annua-type,UPHE,54,1
NISP,NA,pollen,4533,NA,Vascular plants,pollen,Mercurialis perennis,UPHE,1,1
NISP,NA,pollen,4547,NA,Vascular plants,pollen,Muscari-type,UPHE,17,2
NISP,NA,pollen,4556,NA,Vascular plants,pollen,Myrtus,TRSH,189,5
NISP,NA,pollen,4582,NA,Vascular plants,pollen,Olea europaea,TRSH,27,2
NISP,NA,pollen,4586,NA,Vascular plants,pollen,Onobrychis-type,UPHE,4,2
NISP,NA,pollen,4591,NA,Vascular plants,pollen,Ornithogalum-type,UPHE,3,2
NISP,NA,pollen,4607,NA,Vascular plants,pollen,Pimpinella-type,UPHE,218,8
NISP,NA,pollen,4609,NA,Vascular plants,pollen,Pimpinella,UPHE,8,1
NISP,NA,pollen,4618,NA,Vascular plants,pollen,Pinus halepensis,TRSH,6,1
NISP,NA,pollen,4635,NA,Vascular plants,pollen,Plantago coronopus,UPHE,67,2
NISP,NA,pollen,4645,NA,Vascular plants,pollen,Plantago ovata-type,UPHE,40,3
NISP,NA,pollen,4646,NA,Vascular plants,pollen,Plantago tenuiflora-type,UPHE,26,2
NISP,NA,pollen,4648,NA,Vascular plants,pollen,Plantago cylindrica-type,UPHE,11,1
NISP,NA,pollen,4672,NA,Vascular plants,pollen,Polygala-type,UPHE,2,1
NISP,NA,pollen,4685,NA,Vascular plants,pollen,Polygonum oxyspermum,UPHE,11,1
NISP,NA,pollen,4713,NA,Vascular plants,pollen,Quercus cerris-type,TRSH,196,3
NISP,NA,pollen,4716,NA,Vascular plants,pollen,Quercus coccifera,TRSH,606,9
NISP,NA,pollen,4717,NA,Vascular plants,pollen,Quercus ilex,TRSH,158,2
NISP,NA,pollen,4721,NA,Vascular plants,pollen,Quercus suber-type,TRSH,2,1
NISP,NA,pollen,4733,NA,Vascular plants,pollen,Ranunculus asiaticus-type,UPHE,115,6
NISP,NA,pollen,4734,NA,Vascular plants,pollen,Ranunculus sceleratus-type,UPHE,16,3
NISP,NA,pollen,4737,NA,Vascular plants,pollen,Ranunculus peltatus-type,AQVP,22,2
NISP,NA,pollen,4747,NA,Vascular plants,pollen,Reseda,UPHE,5,2
NISP,NA,pollen,4796,NA,Vascular plants,pollen,Sanguisorba minor-type,UPHE,69,3
NISP,NA,pollen,4798,NA,Vascular plants,pollen,Sarcopoterium,UPHE,318,6
NISP,NA,pollen,4827,NA,Vascular plants,pollen,Scabiosa columbaria-type,UPHE,1,1
NISP,NA,pollen,4828,NA,Vascular plants,pollen,Scabiosa-type,UPHE,17,1
NISP,NA,pollen,4847,NA,Vascular plants,pollen,Scorzonera-type,UPHE,39,2
NISP,NA,pollen,4862,NA,Vascular plants,pollen,Solanum nigrum,UPHE,1,1
NISP,NA,pollen,4877,NA,Vascular plants,pollen,Thesium,UPHE,2,2
NISP,NA,pollen,4927,NA,Vascular plants,pollen,Tulipa-type,UPHE,2,1
NISP,NA,pollen,4933,NA,Vascular plants,pollen,Ulmus/Zelkova,TRSH,55,2
NISP,NA,pollen,4939,NA,Vascular plants,pollen,Umbilicus-type,UPHE,5,1
NISP,NA,pollen,4942,NA,Vascular plants,pollen,Urtica pilulifera-type,UPHE,55,5
NISP,NA,pollen,4946,NA,Vascular plants,pollen,Cannabaceae/Urticaceae,UPHE,9,1
NISP,NA,pollen,5073,NA,Vascular plants,pollen,Scutellaria,UPHE,4,1
NISP,NA,pollen,5090,NA,Vascular plants,pollen,Glyceria-type,UPHE,1,1
NISP,NA,pollen,5093,NA,Vascular plants,pollen,Sanicula,UPHE,4,1
NISP,NA,pollen,5094,NA,Vascular plants,pollen,Sanicula-type,UPHE,1,1
NISP,NA,pollen,5099,NA,Vascular plants,pollen,Atriplex-type,UPHE,387,5
NISP,NA,pollen,5146,NA,Vascular plants,pollen,Anemone nemorosa-type,UPHE,1,1
NISP,NA,pollen,5149,NA,Vascular plants,pollen,Ferula-type,UPHE,186,6
NISP,NA,pollen,5154,NA,Vascular plants,pollen,Aquilegia-type,UPHE,39,5
NISP,NA,pollen,5160,NA,Vascular plants,pollen,Nigella,UPHE,4,2
NISP,NA,pollen,5179,NA,Vascular plants,pollen,Crepis-type,UPHE,37,1
NISP,NA,pollen,5180,NA,Vascular plants,pollen,Malcolmia,UPHE,1,1
NISP,NA,pollen,5181,NA,Vascular plants,pollen,Calligonum,TRSH,146,9
NISP,NA,pollen,5184,NA,Vascular plants,pollen,Calligonum/Pteropyrum,TRSH,8,1
NISP,NA,pollen,5185,NA,Vascular plants,pollen,Pteropyrum,UPHE,1,1
NISP,NA,pollen,5193,NA,Vascular plants,pollen,Punica granatum,TRSH,4,2
NISP,NA,pollen,5196,NA,Vascular plants,pollen,Leontice leontopetalum,UPHE,13,3
NISP,NA,pollen,5197,NA,Vascular plants,pollen,Arnebia-type,UPHE,9,1
NISP,NA,pollen,5198,NA,Vascular plants,pollen,Arnebia,UPHE,4,2
NISP,NA,pollen,5199,NA,Vascular plants,pollen,Moltkia,UPHE,7,1
NISP,NA,pollen,5200,NA,Vascular plants,pollen,Spinacia-type,UPHE,11,2
NISP,NA,pollen,5201,NA,Vascular plants,pollen,Carthamus,UPHE,59,4
NISP,NA,pollen,5202,NA,Vascular plants,pollen,Frankenia hirsuta-type,TRSH,3,1
NISP,NA,pollen,5203,NA,Vascular plants,pollen,Gladiolus,UPHE,1,1
NISP,NA,pollen,5205,NA,Vascular plants,pollen,Psylliostachys,UPHE,53,3
NISP,NA,pollen,5207,NA,Vascular plants,pollen,Atraphaxis,TRSH,14,2
NISP,NA,pollen,5209,NA,Vascular plants,pollen,Asperula-type,UPHE,30,3
NISP,NA,pollen,5210,NA,Vascular plants,pollen,Haplophyllum,UPHE,42,7
NISP,NA,pollen,5211,NA,Vascular plants,pollen,Ruta,UPHE,15,4
NISP,NA,pollen,5212,NA,Vascular plants,pollen,Rhynchocorys,UPHE,12,1
NISP,NA,pollen,5213,NA,Vascular plants,pollen,Turgenia-type,UPHE,52,7
NISP,NA,pollen,5214,NA,Vascular plants,pollen,Tribulus terrestris,UPHE,1,1
NISP,NA,pollen,5215,NA,Vascular plants,pollen,Zygophyllum,UPHE,83,9
NISP,NA,pollen,5218,NA,Vascular plants,pollen,Suaeda,UPHE,67,3
NISP,NA,pollen,5221,NA,Vascular plants,pollen,Amaryllidaceae,UPHE,1,1
NISP,NA,pollen,5222,NA,Vascular plants,pollen,Chelidonium-type,UPHE,7,1
NISP,NA,pollen,5229,NA,Vascular plants,pollen,Theligonum cynocrambe,UPHE,10,2
NISP,NA,pollen,5239,NA,Vascular plants,pollen,Periploca,TRSH,1,1
NISP,NA,pollen,5243,NA,Vascular plants,pollen,Hammada-type,UPHE,186,3
NISP,NA,pollen,5245,NA,Vascular plants,pollen,Anisosciadium-type,UPHE,166,7
NISP,NA,pollen,5247,NA,Vascular plants,pollen,Nitraria,TRSH,28,4
NISP,NA,pollen,5248,NA,Vascular plants,pollen,Nerium,TRSH,155,3
NISP,NA,pollen,5249,NA,Vascular plants,pollen,Bryonia,UPHE,1,1
NISP,NA,pollen,5250,NA,Vascular plants,pollen,Phlomis,UPHE,1,1
NISP,NA,pollen,5251,NA,Vascular plants,pollen,Malabaila,UPHE,57,3
NISP,NA,pollen,5253,NA,Vascular plants,pollen,Aizoaceae,UPHE,10,2
NISP,NA,pollen,5256,NA,Vascular plants,pollen,Cyclamen,UPHE,1,1
NISP,NA,pollen,5257,NA,Vascular plants,pollen,Hyoscyamus,UPHE,2,2
NISP,NA,pollen,5258,NA,Vascular plants,pollen,Asphodeline,UPHE,2,1
NISP,NA,pollen,5259,NA,Vascular plants,pollen,Chrozophora,UPHE,8,5
NISP,NA,pollen,5261,NA,Vascular plants,pollen,Orobanche,UPHE,1,1
NISP,NA,pollen,5262,NA,Vascular plants,pollen,Orobanchaceae,UPHE,36,3
NISP,NA,pollen,5265,NA,Vascular plants,pollen,Roemeria hybrida subsp. dodecandra-type,UPHE,2,1
NISP,NA,pollen,5274,NA,Vascular plants,pollen,Inula,UPHE,18,1
NISP,NA,pollen,5275,NA,Vascular plants,pollen,Inula-type,UPHE,100,4
NISP,NA,pollen,5278,NA,Vascular plants,pollen,Cephalaria,UPHE,2,1
NISP,NA,pollen,5284,NA,Vascular plants,pollen,Acantholimon,UPHE,184,3
NISP,NA,pollen,5296,NA,Vascular plants,pollen,Aristolochia,UPHE,1,1
NISP,NA,pollen,5297,NA,Vascular plants,pollen,Aristolochiaceae,UPHE,1,1
NISP,NA,pollen,5301,NA,Vascular plants,pollen,Calendula,UPHE,2,2
NISP,NA,pollen,5302,NA,Vascular plants,pollen,Ricinus,UPHE,7,4
NISP,NA,pollen,5305,NA,Vascular plants,pollen,Laurus,TRSH,152,4
NISP,NA,pollen,5309,NA,Vascular plants,pollen,Rheum,UPHE,91,5
NISP,NA,pollen,5310,NA,Vascular plants,pollen,Androsace-type,UPHE,1,1
NISP,NA,pollen,5316,NA,Vascular plants,pollen,Phyteuma-type,UPHE,9,1
NISP,NA,pollen,5318,NA,Vascular plants,pollen,Bongardia,UPHE,8,2
NISP,NA,pollen,5320,NA,Vascular plants,pollen,Beta-type,UPHE,1,1
NISP,NA,pollen,5322,NA,Vascular plants,pollen,Ceratonia,TRSH,106,7
NISP,NA,pollen,5326,NA,Vascular plants,pollen,Legousia-type,UPHE,1,1
NISP,NA,pollen,5327,NA,Vascular plants,pollen,Atractylis-type,UPHE,11,2
NISP,NA,pollen,5329,NA,Vascular plants,pollen,Atractylis,UPHE,19,2
NISP,NA,pollen,5330,NA,Vascular plants,pollen,Psylliostachys spicata-type,UPHE,6,1
NISP,NA,pollen,5334,NA,Vascular plants,pollen,Ceratocephala-type,UPHE,4,1
NISP,NA,pollen,5382,NA,Vascular plants,pollen,Andrachne,TRSH,5,2
NISP,NA,pollen,5383,NA,Vascular plants,pollen,Doronicum-type,UPHE,1,1
NISP,NA,pollen,5384,NA,Vascular plants,pollen,Peganum,UPHE,2,1
NISP,NA,pollen,5431,NA,Vascular plants,pollen,Amaranthus-type,UPHE,55,2
NISP,NA,pollen,5439,NA,Vascular plants,pollen,Cornulaca,UPHE,2,1
NISP,NA,pollen,5461,NA,Vascular plants,pollen,Fumana-type,TRSH,2,1
NISP,NA,pollen,5465,NA,Vascular plants,pollen,Lamiaceae (tricolpate),UPHE,97,2
NISP,NA,pollen,5466,NA,Vascular plants,pollen,Lamiaceae (stephanocolpate),UPHE,33,1
NISP,NA,pollen,5479,NA,Vascular plants,pollen,Lygeum,UPHE,1,1
NISP,NA,pollen,5494,NA,Vascular plants,pollen,Ammi,UPHE,30,1
NISP,NA,pollen,5512,NA,Vascular plants,pollen,Olea-type,TRSH,141,1
NISP,NA,pollen,5575,NA,Vascular plants,pollen,Echinops-type,UPHE,4,1
NISP,NA,pollen,5589,NA,Vascular plants,pollen,Acanthus,UPHE,10,2
NISP,NA,pollen,5620,NA,Vascular plants,pollen,Centaurium pulchellum,UPHE,1,1
NISP,NA,pollen,5672,NA,Vascular plants,pollen,Lobelioideae,UPHE,2,1
NISP,NA,pollen,5763,NA,Vascular plants,pollen,Waltheria,TRSH,1,1
NISP,NA,pollen,5804,NA,Vascular plants,pollen,Plantago major/P. media-type,UPHE,26,1
NISP,NA,pollen,5823,NA,Vascular plants,pollen,Cannabis-type,UPHE,12,1
NISP,NA,pollen,7652,NA,Vascular plants,pollen,Amaranthaceae sensu stricto,UPHE,1,1
NISP,NA,pollen,9509,NA,Vascular plants,pollen,Hippuris,AQVP,2,1
NISP,NA,pollen,9601,NA,Vascular plants,pollen,Castanopsis,TRSH,53,1
NISP,NA,pollen,9617,NA,Vascular plants,pollen,Cocos,PALM,2,1
NISP,NA,pollen,9618,NA,Vascular plants,pollen,Cocos nucifera,PALM,4,1
NISP,NA,pollen,9670,NA,Vascular plants,pollen,Ipomoea,UPHE,2,1
NISP,NA,pollen,9690,NA,Vascular plants,pollen,Faboideae,UPHE,48,4
NISP,NA,pollen,9691,NA,Vascular plants,pollen,Faboideae undiff.,UPHE,4,1
NISP,NA,pollen,9701,NA,Vascular plants,pollen,Macaranga,TRSH,1,1
NISP,NA,pollen,9785,NA,Vascular plants,pollen,Randia-type,TRSH,8,1
NISP,NA,pollen,9800,NA,Vascular plants,pollen,Spermacoce,UPHE,36,4
NISP,NA,pollen,9812,NA,Vascular plants,pollen,Triumfetta,TRSH,1,1
NISP,NA,pollen,9813,NA,Vascular plants,pollen,Triumfetta-type,TRSH,4,1
NISP,NA,pollen,9820,NA,Vascular plants,pollen,Vigna-type,UPHE,6,1
NISP,NA,pollen,9828,NA,Vascular plants,pollen,Ziziphus,TRSH,243,11
NISP,NA,pollen,9833,NA,Vascular plants,pollen,Albizia,TRSH,2,1
NISP,NA,pollen,9841,NA,Vascular plants,pollen,Antidesma,TRSH,1,1
NISP,NA,pollen,9885,NA,Vascular plants,pollen,Bombax,TRSH,1,1
NISP,NA,pollen,20564,NA,Vascular plants,pollen,Atalantia,TRSH,3,1
NISP,NA,pollen,20566,NA,Vascular plants,pollen,Borassus,PALM,6,1
NISP,NA,pollen,20568,NA,Vascular plants,pollen,Cassine,TRSH,2,1
NISP,NA,pollen,20571,NA,Vascular plants,pollen,Grewia,TRSH,77,6
NISP,NA,pollen,20578,NA,Vascular plants,pollen,Helicteres,TRSH,6,1
NISP,NA,pollen,20579,NA,Vascular plants,pollen,Hiptage,TRSH,7,1
NISP,NA,pollen,20580,NA,Vascular plants,pollen,Holoptelea,TRSH,1,1
NISP,NA,pollen,20581,NA,Vascular plants,pollen,Isonandra,TRSH,1,1
NISP,NA,pollen,20584,NA,Vascular plants,pollen,Asteraceae (echinate),UPHE,1,1
NISP,NA,pollen,20585,NA,Vascular plants,pollen,Lannea,TRSH,51,5
NISP,NA,pollen,20586,NA,Vascular plants,pollen,Madhuca,TRSH,22,1
NISP,NA,pollen,20588,NA,Vascular plants,pollen,Oldenlandia,UPHE,50,4
NISP,NA,pollen,20591,NA,Vascular plants,pollen,Syzygium,TRSH,4,1
NISP,NA,pollen,20592,NA,Vascular plants,pollen,Tamarindus,TRSH,2,1
NISP,NA,pollen,20595,NA,Vascular plants,pollen,Wendlandia,UPHE,1,1
NISP,NA,pollen,20599,NA,Vascular plants,pollen,Hopea/Shorea,TRSH,23,1
NISP,NA,pollen,20612,NA,Vascular plants,pollen,Acacia/Albizia,TRSH,17,1
NISP,NA,pollen,20613,NA,Vascular plants,pollen,Aegle marmelos,TRSH,1,1
NISP,NA,pollen,20614,NA,Vascular plants,pollen,Azadirachta indica,TRSH,2,1
NISP,NA,pollen,20615,NA,Vascular plants,pollen,Borassus flabellifer,PALM,3,1
NISP,NA,pollen,20616,NA,Vascular plants,pollen,Careya/Barringtonia,TRSH,2,1
NISP,NA,pollen,20617,NA,Vascular plants,pollen,Cassia/Senna,TRSH,12,1
NISP,NA,pollen,20618,NA,Vascular plants,pollen,Chloroxylon swietenia,TRSH,2,1
NISP,NA,pollen,20619,NA,Vascular plants,pollen,Cocculus/Pachygone,UPHE,2,1
NISP,NA,pollen,20639,NA,Vascular plants,pollen,Dodonaea viscosa,TRSH,32,3
NISP,NA,pollen,20642,NA,Vascular plants,pollen,Drypetes sepiaria,TRSH,21,1
NISP,NA,pollen,20644,NA,Vascular plants,pollen,Drypetes undiff.,TRSH,21,1
NISP,NA,pollen,20665,NA,Vascular plants,pollen,Glochidion/Phyllanthus,UPHE,22,1
NISP,NA,pollen,20671,NA,Vascular plants,pollen,Hardwickia binata,TRSH,23,1
NISP,NA,pollen,20674,NA,Vascular plants,pollen,Holoptelea integrifolia,TRSH,23,1
NISP,NA,pollen,20676,NA,Vascular plants,pollen,Ixora-type,TRSH,9,1
NISP,NA,pollen,20678,NA,Vascular plants,pollen,Justicia-type,UPHE,27,3
NISP,NA,pollen,20680,NA,Vascular plants,pollen,Lagerstroemia parviflora,TRSH,19,1
NISP,NA,pollen,20681,NA,Vascular plants,pollen,Cotinus,TRSH,1,1
NISP,NA,pollen,20682,NA,Vascular plants,pollen,Lannea/Rhus,TRSH,23,1
NISP,NA,pollen,20683,NA,Vascular plants,pollen,Mangifera/Anacardium,TRSH,3,1
NISP,NA,pollen,20684,NA,Vascular plants,pollen,Schleichera oleosa,TRSH,22,1
NISP,NA,pollen,20685,NA,Vascular plants,pollen,Strobilanthes-type,UPHE,6,1
NISP,NA,pollen,20686,NA,Vascular plants,pollen,Syzygium/Psidium,TRSH,7,1
NISP,NA,pollen,20687,NA,Vascular plants,pollen,Tamarindus indica,TRSH,5,1
NISP,NA,pollen,20688,NA,Vascular plants,pollen,Tectona grandis,TRSH,8,1
NISP,NA,pollen,20689,NA,Vascular plants,pollen,Tinospora cordifolia,UPHE,10,1
NISP,NA,pollen,20690,NA,Vascular plants,pollen,Trema orientalis,TRSH,5,1
NISP,NA,pollen,20691,NA,Vascular plants,pollen,Typha angustata,AQVP,22,1
NISP,NA,pollen,20692,NA,Vascular plants,pollen,Xanthium strumarium,UPHE,22,1
NISP,NA,pollen,20728,NA,Vascular plants,pollen,Asystasia,UPHE,1,1
NISP,NA,pollen,20730,NA,Vascular plants,pollen,Celosia argentea-type,UPHE,5,1
NISP,NA,pollen,20923,NA,Vascular plants,pollen,"Asteraceae (non-lophate, echinate)",UPHE,23,1
NISP,NA,pollen,20924,NA,Vascular plants,pollen,"Asteraceae (lophate, echinate)",UPHE,6,1
NISP,NA,pollen,22707,NA,Vascular plants,pollen,Sterculia,TRSH,1,1
NISP,NA,pollen,22738,NA,Vascular plants,pollen,Asteroideae (long spine),UPHE,29,1
NISP,NA,pollen,22950,NA,Vascular plants,pollen,Senecioneae,UPHE,3,1
NISP,NA,pollen,23490,NA,Vascular plants,pollen,Ephedraceae,TRSH,1,1
NISP,NA,pollen,23730,NA,Vascular plants,pollen,Myriophyllum-type,AQVP,1,1
NISP,NA,pollen,23775,NA,Vascular plants,pollen,Cichorioideae undiff.,UPHE,16,1
NISP,NA,pollen,23980,NA,Vascular plants,pollen,Rhynchosia,UPHE,2,2
NISP,NA,pollen,24463,NA,Vascular plants,pollen,Skimmia,TRSH,2,1
NISP,NA,pollen,25843,NA,Vascular plants,pollen,Polygonum sp.,UPHE,26,1
NISP,NA,pollen,27250,NA,Vascular plants,pollen,Agrostemma,UPHE,1,1
NISP,NA,pollen,27355,NA,Vascular plants,pollen,Pterocarpus,TRSH,19,1
NISP,NA,pollen,27586,NA,Vascular plants,pollen,Carlina,UPHE,1,1
NISP,NA,pollen,27625,NA,Vascular plants,pollen,Rhus-type,TRSH,9,4
NISP,NA,pollen,28521,NA,Vascular plants,pollen,Boswellia,TRSH,6,1
NISP,NA,pollen,28523,NA,Vascular plants,pollen,Maerua,TRSH,120,7
NISP,NA,pollen,28979,NA,Vascular plants,pollen,Catalpa,TRSH,1,1
NISP,NA,pollen,29010,NA,Vascular plants,pollen,Hygrophila,AQVP,4,2
NISP,NA,pollen,29012,NA,Vascular plants,pollen,mimosoid clade,TRSH,1,1
NISP,NA,pollen,29018,NA,Vascular plants,pollen,mimosoid clade undiff.,TRSH,5,1
NISP,NA,pollen,29087,NA,Vascular plants,pollen,Pavonia,UPHE,1,1
NISP,NA,pollen,29115,NA,Vascular plants,pollen,Cucurbitaceae undiff.,UPHE,4,1
NISP,NA,pollen,29159,NA,Vascular plants,pollen,Mitragyna,TRSH,3,1
NISP,NA,pollen,29163,NA,Vascular plants,pollen,Keetia,TRSH,1,1
NISP,NA,pollen,29441,NA,Vascular plants,pollen,Monocotyledoneae undiff.,SEED,16,3
NISP,NA,pollen,29508,NA,Vascular plants,pollen,Styrax-type,TRSH,1,1
NISP,NA,pollen,29516,NA,Vascular plants,pollen,Nuxia,TRSH,1,1
NISP,NA,pollen,29556,NA,Vascular plants,pollen,Salicaceae undiff.,TRSH,9,1
NISP,NA,pollen,29625,NA,Vascular plants,pollen,Cannabis,UPHE,65,3
NISP,NA,pollen,29798,NA,Vascular plants,pollen,Indigofera,TRSH,51,8
NISP,NA,pollen,29799,NA,Vascular plants,pollen,Indigofera-type,TRSH,1,1
NISP,NA,pollen,29848,NA,Vascular plants,pollen,Combretum,TRSH,25,1
NISP,NA,pollen,30385,NA,Vascular plants,pollen,Plantago sp.,UPHE,8,1
NISP,NA,pollen,30426,NA,Vascular plants,pollen,Merremia,UPHE,7,3
NISP,NA,pollen,30427,NA,Vascular plants,pollen,Merremia-type,UPHE,2,1
NISP,NA,pollen,30499,NA,Vascular plants,pollen,Commicarpus,UPHE,18,3
NISP,NA,pollen,30622,NA,Vascular plants,pollen,Terminalia,TRSH,14,1
NISP,NA,pollen,30717,NA,Vascular plants,pollen,Potamogeton sp.,AQVP,8,1
NISP,NA,pollen,30718,NA,Vascular plants,pollen,Sparganium sp.,AQVP,7,1
NISP,NA,pollen,30719,NA,Vascular plants,pollen,Typha sp.,AQVP,3,1
NISP,NA,pollen,30932,NA,Vascular plants,pollen,Aconitum group,UPHE,5,1
NISP,NA,pollen,31241,NA,Vascular plants,pollen,Atraphaxis-type,TRSH,2,1
NISP,NA,pollen,31266,NA,Vascular plants,pollen,Ranunculus sect. Batrachium-type,UPHE,36,3
NISP,NA,pollen,31364,NA,Vascular plants,pollen,Bryonia-type,UPHE,1,1
NISP,NA,pollen,31393,NA,Vascular plants,pollen,Cachrys-type,UPHE,4,1
NISP,NA,pollen,31396,NA,Vascular plants,pollen,Calicotome villosa,TRSH,3,1
NISP,NA,pollen,31421,NA,Vascular plants,pollen,Carthamus-type,UPHE,96,3
NISP,NA,pollen,31486,NA,Vascular plants,pollen,Casuarina/Corylus,SEED,4,1
NISP,NA,pollen,31515,NA,Vascular plants,pollen,Centaurea sp.,UPHE,10,1
NISP,NA,pollen,31554,NA,Vascular plants,pollen,cf. Acantholimon,UPHE,1,1
NISP,NA,pollen,31556,NA,Vascular plants,pollen,cf. Aconitum,UPHE,1,1
NISP,NA,pollen,31578,NA,Vascular plants,pollen,cf. Astragalus-type,UPHE,1,1
NISP,NA,pollen,31601,NA,Vascular plants,pollen,cf. Caucalis,UPHE,1,1
NISP,NA,pollen,31629,NA,Vascular plants,pollen,Cistus-type,TRSH,17,1
NISP,NA,pollen,31998,NA,Vascular plants,pollen,Cynoglossum officinale-type,UPHE,1,1
NISP,NA,pollen,31999,NA,Vascular plants,pollen,Falcaria-type,UPHE,1,1
NISP,NA,pollen,32545,NA,Vascular plants,pollen,Amaranthaceae sensu lato,UPHE,2,1
NISP,NA,pollen,32550,NA,Vascular plants,pollen,Chrozophora tinctoria,UPHE,3,2
NISP,NA,pollen,32608,NA,Vascular plants,pollen,Coris,UPHE,1,1
NISP,NA,pollen,32647,NA,Vascular plants,pollen,Cucumis,UPHE,3,2
NISP,NA,pollen,32648,NA,Vascular plants,pollen,Cucumis melo,UPHE,5,1
NISP,NA,pollen,32757,NA,Vascular plants,pollen,Ephedra intermedia-type,TRSH,4,2
NISP,NA,pollen,32758,NA,Vascular plants,pollen,Ephedra major-type,TRSH,67,1
NISP,NA,pollen,32808,NA,Vascular plants,pollen,Filago,UPHE,2,1
NISP,NA,pollen,32818,NA,Vascular plants,pollen,Fagonia,TRSH,28,5
NISP,NA,pollen,32843,NA,Vascular plants,pollen,Fraxinus ornus-type,TRSH,2,1
NISP,NA,pollen,32925,NA,Vascular plants,pollen,Gundelia,UPHE,10,1
NISP,NA,pollen,32926,NA,Vascular plants,pollen,Gundelia-type,UPHE,10,1
NISP,NA,pollen,33019,NA,Vascular plants,pollen,Hypericum hirtellum var. assyriacum-type,UPHE,19,3
NISP,NA,pollen,33079,NA,Vascular plants,pollen,Lamium album-type,UPHE,2,1
NISP,NA,pollen,33107,NA,Vascular plants,pollen,Leontice-type,UPHE,4,2
NISP,NA,pollen,33135,NA,Vascular plants,pollen,Monocotyledoneae (monocolpate),SEED,1,1
NISP,NA,pollen,33144,NA,Vascular plants,pollen,Limonium-type,UPHE,7,2
NISP,NA,pollen,33160,NA,Vascular plants,pollen,Linum tenuifolium-type,UPHE,2,1
NISP,NA,pollen,33247,NA,Vascular plants,pollen,Matthiola-type,UPHE,1,1
NISP,NA,pollen,33279,NA,Vascular plants,pollen,Moltkiopsis,UPHE,5,2
NISP,NA,pollen,33280,NA,Vascular plants,pollen,Moltkiopsis-type,UPHE,1,1
NISP,NA,pollen,33478,NA,Vascular plants,pollen,Pimpinella anisum-type,UPHE,1,1
NISP,NA,pollen,33523,NA,Vascular plants,pollen,Platanus orientalis,TRSH,72,1
NISP,NA,pollen,33549,NA,Vascular plants,pollen,Polycarpon,UPHE,8,2
NISP,NA,pollen,33550,NA,Vascular plants,pollen,Polycarpon-type,UPHE,7,2
NISP,NA,pollen,33556,NA,Vascular plants,pollen,Bistorta amplexicaulis,UPHE,2,1
NISP,NA,pollen,33593,NA,Vascular plants,pollen,Rumex patientia var. kurdicus,UPHE,1,1
NISP,NA,pollen,33595,NA,Vascular plants,pollen,Rumex spinosus,UPHE,9,1
NISP,NA,pollen,33650,NA,Vascular plants,pollen,Calligonum/Pteropyrum-type,TRSH,14,1
NISP,NA,pollen,33651,NA,Vascular plants,pollen,Calligonum polygonoides,TRSH,13,1
NISP,NA,pollen,33653,NA,Vascular plants,pollen,Pteropyrum-type,UPHE,48,1
NISP,NA,pollen,33668,NA,Vascular plants,pollen,Quercus infectoria subsp. veneris-type,TRSH,47,1
NISP,NA,pollen,33676,NA,Vascular plants,pollen,Quercus sect. Cyclobalanopsis,TRSH,52,1
